0.96,316.938496545,0.822344
0.96,316.938496545,1.028313
0.81,373.192473193,0.949282
0.81,373.192473193,1.051125
0.81,373.192473193,1.015406
0.81,373.192473193,1.03425
0.81,373.192473193,2.355813
0.81,373.192473193,36.009813
0.81,373.192473193,35.653188
0.81,373.192473193,35.308781
0.81,373.192473193,34.766218
0.81,373.192473193,34.29825
0.81,373.192473193,34.102532
0.81,373.192473193,71.442375
0.81,373.192473193,34.724969
0.81,373.192473193,34.529063
0.81,373.192473193,34.159094
0.81,373.192473193,34.196938
0.81,373.192473193,34.023625
0.81,373.192473193,71.563906
0.81,373.192473193,72.101594
0.81,373.192473193,0.408593
0.81,373.192473193,0.443531
0.81,373.192473193,0.354469
0.81,373.192473193,0.371656
0.81,373.192473193,0.513906
0.81,373.192473193,0.514781
0.81,373.192473193,0.426437
0.81,373.192473193,0
0.81,373.192473193,0.586031
0.81,373.192473193,0.336656
0.81,373.192473193,0.426437
0.81,373.192473193,0.549469
0.81,373.192473193,0.389437
0.81,373.192473193,0.408593
0.81,373.192473193,0.284156
0.81,373.192473193,1.827
0.81,373.192473193,74.063
0.81,373.192473193,35.241813
0.81,373.192473193,35.043407
0.81,373.192473193,71.993563
0.81,373.192473193,71.939125
0.81,373.192473193,72.157344
0.81,373.192473193,72.89425
0.81,373.192473193,72.311782
0.81,373.192473193,72.539219
0.81,373.192473193,72.590969
>>>>>>> Stashed changes
0.81,373.192473193,72.6045
0.81,373.192473193,0.646219
0.81,373.192473193,0.613281
0.81,373.192473193,0.51725
0.81,373.192473193,0.68275
0.81,373.192473193,2.100344
0.81,373.192473193,43.196063
0.81,373.192473193,42.919844
0.81,373.192473193,43.296126
0.81,373.192473193,2.18875
0.81,373.192473193,1.976438
0.81,373.192473193,1.976438
0.81,373.192473193,45.299969
0.81,373.192473193,1.978875
0.81,373.192473193,0
0.81,373.192473193,0
0.81,373.192473193,0
0.81,373.192473193,0
0.81,373.192473193,0
0.81,373.192473193,0
0.81,373.192473193,0
0.81,373.192473193,0
0.81,373.192473193,0
0.81,373.192473193,0
0.81,373.192473193,0
0.81,373.192473193,0
0.81,373.192473193,0
0.81,373.192473193,0
0.81,373.192473193,0
0.81,373.192473193,0
0.81,373.192473193,0
0.81,373.192473193,0
0.81,373.192473193,0
0.81,373.192473193,0
0.81,373.192473193,0
0.81,373.192473193,0
0.81,373.192473193,0
0.81,373.192473193,0
0.81,373.192473193,0
0.81,373.192473193,0
0.81,373.192473193,0
0.81,373.192473193,0
0.81,373.192473193,0
0.81,373.192473193,0
0.81,373.192473193,0
0.81,373.192473193,0
0.81,373.192473193,0
0.81,373.192473193,0
0.81,373.192473193,0
0.81,373.192473193,0.796532
0.81,373.192473193,0.772594
0.81,373.192473193,0.650563
0.81,373.192473193,0.719813
0.81,373.192473193,44.632251
0.81,373.192473193,43.606656
0.81,373.192473193,43.589094
0.81,373.192473193,42.830375
0.81,373.192473193,43.06225
0.81,373.192473193,42.701313
0.81,373.192473193,41.598219
0.81,373.192473193,40.963812
0.81,373.192473193,41.462219
0.81,373.192473193,41.3245
0.81,373.192473193,41.3995
0.81,373.192473193,41.233844
0.81,373.192473193,40.414625
0.81,373.192473193,40.035876
0.81,373.192473193,39.933501
0.81,373.192473193,0.367375
0.81,373.192473193,0.196782
0.81,373.192473193,0.161938
0.81,373.192473193,0.285032
0.81,373.192473193,41.454469
0.81,373.192473193,41.692282
0.81,373.192473193,41.692282
0.81,373.192473193,83.026344
0.81,373.192473193,82.258656
0.81,373.192473193,82.057438
0.81,373.192473193,82.063063
0.81,373.192473193,81.467657
0.81,373.192473193,82.488687
0.81,373.192473193,82.988125
0.81,373.192473193,83.004532
0.81,373.192473193,82.370376
0.81,373.192473193,83.084157
0.81,373.192473193,0.640406
0.81,373.192473193,0.196719
0.81,373.192473193,0.233156
0.81,373.192473193,0.461718
0.81,373.192473193,0.391125
0.81,373.192473193,0.354813
0.81,373.192473193,0.249156
0.81,373.192473193,0.407563
0.81,373.192473193,0.409625
0.81,373.192473193,0.408937
0.81,373.192473193,0.51425
0.81,373.192473193,0.498156
0.81,373.192473193,0.516
0.81,373.192473193,0.285437
0.81,373.192473193,0.499
0.81,373.192473193,0.354813
0.81,373.192473193,0.567594
0.81,373.192473193,0.284
0.81,373.192473193,0.302344
0.81,373.192473193,0.249125
0.81,373.192473193,0.250344
0.81,373.192473193,0.231969
0.81,373.192473193,0.180313
0.81,373.192473193,0.141688
0.81,373.192473193,0.159844
0.81,373.192473193,0.268344
0.81,373.192473193,0.321282
0.81,373.192473193,0.196344
0.81,373.192473193,0.142125
0.81,373.192473193,0.266594
0.81,373.192473193,0.355969
0.81,373.192473193,0.178625
0.81,373.192473193,0.215375
0.81,373.192473193,0.215375
0.81,373.192473193,1.950001
0.81,373.192473193,0.457813
0.81,373.192473193,0.324219
0.81,373.192473193,0.388594
0.81,373.192473193,0.423094
